category,difficulty,question,option1,option2,option3,option4,answer
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 15,A вариант,B вариант,C вариант,D вариант,C вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 16,A вариант,B вариант,C вариант,D вариант,B вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 17,A вариант,B вариант,C вариант,D вариант,B вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 18,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 19,A вариант,B вариант,C вариант,D вариант,A вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 20,A вариант,B вариант,C вариант,D вариант,B вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 1,A вариант,B вариант,C вариант,D вариант,C вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 2,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 3,A вариант,B вариант,C вариант,D вариант,B вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 4,A вариант,B вариант,C вариант,D вариант,C вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 5,A вариант,B вариант,C вариант,D вариант,A вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 6,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 7,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 8,A вариант,B вариант,C вариант,D вариант,A вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 9,A вариант,B вариант,C вариант,D вариант,A вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 10,A вариант,B вариант,C вариант,D вариант,C вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 11,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 12,A вариант,B вариант,C вариант,D вариант,A вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 13,A вариант,B вариант,C вариант,D вариант,B вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 14,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 15,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 16,A вариант,B вариант,C вариант,D вариант,A вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 17,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 18,A вариант,B вариант,C вариант,D вариант,B вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 19,A вариант,B вариант,C вариант,D вариант,A вариант
Процессы и стандарты,Средний,[Процессы и стандарты] Средний — Вопрос 20,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 1,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 2,A вариант,B вариант,C вариант,D вариант,B вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 3,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 4,A вариант,B вариант,C вариант,D вариант,C вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 5,A вариант,B вариант,C вариант,D вариант,C вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 6,A вариант,B вариант,C вариант,D вариант,A вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 7,A вариант,B вариант,C вариант,D вариант,B вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 8,A вариант,B вариант,C вариант,D вариант,C вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 9,A вариант,B вариант,C вариант,D вариант,C вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 10,A вариант,B вариант,C вариант,D вариант,C вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 11,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 12,A вариант,B вариант,C вариант,D вариант,A вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 13,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 14,A вариант,B вариант,C вариант,D вариант,A вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 15,A вариант,B вариант,C вариант,D вариант,B вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 16,A вариант,B вариант,C вариант,D вариант,B вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 17,A вариант,B вариант,C вариант,D вариант,A вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 18,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 19,A вариант,B вариант,C вариант,D вариант,C вариант
Процессы и стандарты,Сложный,[Процессы и стандарты] Сложный — Вопрос 20,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 1,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 2,A вариант,B вариант,C вариант,D вариант,D вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 3,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 4,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 5,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 6,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 7,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 8,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 9,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 10,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 11,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 12,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 13,A вариант,B вариант,C вариант,D вариант,D вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 14,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 15,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 16,A вариант,B вариант,C вариант,D вариант,D вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 17,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 18,A вариант,B вариант,C вариант,D вариант,D вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 19,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Лёгкий,[Программирование и скрипты] Лёгкий — Вопрос 20,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 1,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 2,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 3,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 4,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 5,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 6,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 7,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 8,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 9,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 10,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 11,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 12,A вариант,B вариант,C вариант,D вариант,D вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 13,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 14,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 15,A вариант,B вариант,C вариант,D вариант,D вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 16,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 17,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 18,A вариант,B вариант,C вариант,D вариант,D вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 19,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Средний,[Программирование и скрипты] Средний — Вопрос 20,A вариант,B вариант,C вариант,D вариант,D вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 1,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 2,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 3,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 4,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 5,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 6,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 7,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 8,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 9,A вариант,B вариант,C вариант,D вариант,C вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 10,A вариант,B вариант,C вариант,D вариант,D вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 11,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 12,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 13,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 14,A вариант,B вариант,C вариант,D вариант,D вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 15,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 16,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 17,A вариант,B вариант,C вариант,D вариант,D вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 18,A вариант,B вариант,C вариант,D вариант,B вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 19,A вариант,B вариант,C вариант,D вариант,A вариант
Программирование и скрипты,Сложный,[Программирование и скрипты] Сложный — Вопрос 20,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 1,A вариант,B вариант,C вариант,D вариант,D вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 2,A вариант,B вариант,C вариант,D вариант,C вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 3,A вариант,B вариант,C вариант,D вариант,C вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 4,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 5,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 6,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 7,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 8,A вариант,B вариант,C вариант,D вариант,D вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 9,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 10,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 11,A вариант,B вариант,C вариант,D вариант,C вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 12,A вариант,B вариант,C вариант,D вариант,D вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 13,A вариант,B вариант,C вариант,D вариант,D вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 14,A вариант,B вариант,C вариант,D вариант,D вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 15,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 16,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 17,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 18,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 19,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Лёгкий,[Мягкие навыки (Soft Skills)] Лёгкий — Вопрос 20,A вариант,B вариант,C вариант,D вариант,C вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 1,A вариант,B вариант,C вариант,D вариант,C вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 2,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 3,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 4,A вариант,B вариант,C вариант,D вариант,D вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 5,A вариант,B вариант,C вариант,D вариант,D вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 6,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 7,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 8,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 9,A вариант,B вариант,C вариант,D вариант,C вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 10,A вариант,B вариант,C вариант,D вариант,C вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 11,A вариант,B вариант,C вариант,D вариант,C вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 12,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 13,A вариант,B вариант,C вариант,D вариант,C вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 14,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 15,A вариант,B вариант,C вариант,D вариант,C вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 16,A вариант,B вариант,C вариант,D вариант,C вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 17,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 18,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 19,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Средний,[Мягкие навыки (Soft Skills)] Средний — Вопрос 20,A вариант,B вариант,C вариант,D вариант,C вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 1,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 2,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 3,A вариант,B вариант,C вариант,D вариант,C вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 4,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 5,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 6,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 7,A вариант,B вариант,C вариант,D вариант,D вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 8,A вариант,B вариант,C вариант,D вариант,D вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 9,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 10,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 11,A вариант,B вариант,C вариант,D вариант,D вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 12,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 13,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 14,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 15,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 16,A вариант,B вариант,C вариант,D вариант,B вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 17,A вариант,B вариант,C вариант,D вариант,D вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 18,A вариант,B вариант,C вариант,D вариант,A вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 19,A вариант,B вариант,C вариант,D вариант,C вариант
Мягкие навыки (Soft Skills),Сложный,[Мягкие навыки (Soft Skills)] Сложный — Вопрос 20,A вариант,B вариант,C вариант,D вариант,B вариант
